LastIdentificationCache	Gender	NumberOfUnits	LocalityDescription	LocalityDescription_2	CollectionDay	CollectionMonth	CollectionYear	CollectionEndDay	CollectionEndMonth	CollectionEndYear	CollectionTimeSpan	CollectingMethod	EUNIS	Altitude	Value	PlotID	startdate	enddate
Erigone dentipalpis	female	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Erigone dentipalpis	male	2	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Hahnia nava	male	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Hahnia nava	female	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Oedothorax fuscus	female	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Palliduphantes pallidus	male	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Pardosa palustris	female	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Tenuiphantes tenebricola	female	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Trochosa ruricola	female	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Troxochrus scabriculus	male	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Troxochrus scabriculus	female	1	Buerowiese	Buerowiese_2019_E2.6	23	4	2019	7	5	2019	212	Bodenfalle	E2.6		3		23.04.2019	07.05.2019
Asagena phalerata	male	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Dicymbium brevisetosum	female	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Erigone atra	male	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Erigone dentipalpis	male	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Hahnia nava	male	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Hahnia nava	male	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Pachygnatha degeeri	female	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Pardosa palustris	female	3	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Tenuiphantes tenuis	female	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Tiso vagans	male	2	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Tiso vagans	male	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Troxochrus scabriculus	male	1	Buerowiese	Buerowiese_2019_E2.6	7	5	2019	24	5	2019	212	Bodenfalle	E2.6		3		07.05.2019	24.05.2019
Bathyphantes parvulus	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Collinsia inerrans	male	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Collinsia inerrans	male	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Enoplognatha thoracica	male	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Erigone dentipalpis	male	3	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Erigone dentipalpis	male	2	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Erigone dentipalpis	female	2	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Erigone dentipalpis	male	3	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Pardosa amentata	male	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Pardosa amentata	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Pardosa palustris	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Pardosa prativaga	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Pelecopsis parallela	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Tenuiphantes tenuis	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Tenuiphantes tenuis	female	3	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Tenuiphantes tenuis	male	2	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Tiso vagans	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Troxochrus scabriculus	female	1	Buerowiese	Buerowiese_2019_E2.6	24	5	2019	14	6	2019	212	Bodenfalle	E2.6		3		24.05.2019	14.06.2019
Erigone dentipalpis	male	2	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Erigone dentipalpis	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Erigone dentipalpis	male	8	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Erigone dentipalpis	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Erigone dentipalpis	male	2	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Erigone dentipalpis	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Micrargus subaequalis	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Micrargus subaequalis	male	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Oedothorax fuscus	male	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Pardosa amentata	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Tenuiphantes tenuis	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Tenuiphantes tenuis	male	2	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Tenuiphantes tenuis	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Tenuiphantes tenuis	male	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Tiso vagans	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Tiso vagans	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Trochosa ruricola	male	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Zelotes subterraneus	female	1	Buerowiese	Buerowiese_2019_E2.6	14	6	2019	5	7	2019	212	Bodenfalle	E2.6		3		14.06.2019	05.07.2019
Collinsia inerrans	male	1	Buerowiese	Buerowiese_2019_E2.6	5	7	2019	22	7	2019	212	Bodenfalle	E2.6		3		05.07.2019	22.07.2019
Erigone dentipalpis	male	2	Buerowiese	Buerowiese_2019_E2.6	5	7	2019	22	7	2019	212	Bodenfalle	E2.6		3		05.07.2019	22.07.2019
Erigone dentipalpis	male	7	Buerowiese	Buerowiese_2019_E2.6	5	7	2019	22	7	2019	212	Bodenfalle	E2.6		3		05.07.2019	22.07.2019
Pardosa palustris	female	1	Buerowiese	Buerowiese_2019_E2.6	5	7	2019	22	7	2019	212	Bodenfalle	E2.6		3		05.07.2019	22.07.2019
Trochosa ruricola	female	1	Buerowiese	Buerowiese_2019_E2.6	5	7	2019	22	7	2019	212	Bodenfalle	E2.6		3		05.07.2019	22.07.2019
Trochosa ruricola	female	1	Buerowiese	Buerowiese_2019_E2.6	5	7	2019	22	7	2019	212	Bodenfalle	E2.6		3		05.07.2019	22.07.2019
Zelotes subterraneus	female	2	Buerowiese	Buerowiese_2019_E2.6	5	7	2019	22	7	2019	212	Bodenfalle	E2.6		3		05.07.2019	22.07.2019
Collinsia inerrans	female	1	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Erigone dentipalpis	male	1	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Erigone dentipalpis	male	4	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Erigone dentipalpis	female	1	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Pardosa palustris	male	1	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Tenuiphantes tenuis	male	1	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Tenuiphantes tenuis	female	2	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Tenuiphantes tenuis	male	2	Buerowiese	Buerowiese_2019_E2.6	22	7	2019	5	8	2019	212	Bodenfalle	E2.6		3		22.07.2019	05.08.2019
Agyneta rurestris	male	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Diplostyla concolor	female	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Erigone dentipalpis	female	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Erigone dentipalpis	male	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Erigone dentipalpis	female	2	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Erigone dentipalpis	male	4	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Erigone dentipalpis	male	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Palliduphantes pallidus	female	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Pelecopsis parallela	female	2	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Tenuiphantes tenuis	female	2	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Tenuiphantes tenuis	female	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Tenuiphantes tenuis	female	3	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Tenuiphantes tenuis	male	1	Buerowiese	Buerowiese_2019_E2.6	5	8	2019	12	9	2019	212	Bodenfalle	E2.6		3		05.08.2019	12.09.2019
Dicymbium brevisetosum	female	1	Buerowiese	Buerowiese_2019_E2.6	12	9	2019	25	10	2019	212	Bodenfalle	E2.6		3		12.09.2019	25.10.2019
Pelecopsis parallela	female	1	Buerowiese	Buerowiese_2019_E2.6	12	9	2019	25	10	2019	212	Bodenfalle	E2.6		3		12.09.2019	25.10.2019
Tenuiphantes tenuis	male	1	Buerowiese	Buerowiese_2019_E2.6	12	9	2019	25	10	2019	212	Bodenfalle	E2.6		3		12.09.2019	25.10.2019
Tenuiphantes tenuis	female	4	Buerowiese	Buerowiese_2019_E2.6	12	9	2019	25	10	2019	212	Bodenfalle	E2.6		3		12.09.2019	25.10.2019
Tenuiphantes tenuis	male	2	Buerowiese	Buerowiese_2019_E2.6	12	9	2019	25	10	2019	212	Bodenfalle	E2.6		3		12.09.2019	25.10.2019
Trochosa ruricola	male	2	Buerowiese	Buerowiese_2019_E2.6	12	9	2019	25	10	2019	212	Bodenfalle	E2.6		3		12.09.2019	25.10.2019
Dicymbium brevisetosum	female	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Erigone atra	female	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Erigone dentipalpis	male	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Erigone dentipalpis	male	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Pelecopsis parallela	male	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Tenuiphantes tenuis	male	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Tenuiphantes tenuis	female	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Troxochrus scabriculus	male	1	Buerowiese	Buerowiese_2019_E2.6	27	3	2019	9	4	2019	212	Bodenfalle	E2.6		3		27.03.2019	09.04.2019
Alopecosa cuneata	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Alopecosa cuneata	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Alopecosa cuneata	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Alopecosa cuneata	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Alopecosa pulverulenta	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Alopecosa pulverulenta	male	4	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Cnephalocotes obscurus	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Drassyllus pusillus	male	3	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Drassyllus pusillus	male	3	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Drassyllus pusillus	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Drassyllus pusillus	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Drassyllus pusillus	male	3	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Drassyllus pusillus	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Drassyllus pusillus	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Hahnia nava	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Hahnia nava	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Hahnia nava	male	4	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Monocephalus fuscipes	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pachygnatha degeeri	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pachygnatha degeeri	female	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pachygnatha degeeri	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pachygnatha degeeri	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pachygnatha degeeri	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pachygnatha degeeri	female	3	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pachygnatha degeeri	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	female	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	female	5	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	male	9	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	female	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	female	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa palustris	male	3	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa prativaga	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa prativaga	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa prativaga	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa prativaga	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	female	8	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	male	5	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	female	10	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	male	9	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	male	16	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	female	12	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	female	14	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	male	15	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	female	6	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa pullata	male	23	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa tenuipes	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pardosa tenuipes	male	2	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Piratula latitans	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Pisaura mirabilis	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Trochosa ruricola	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Trochosa ruricola	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Trochosa ruricola	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Trochosa ruricola	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus cristatus	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus cristatus	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus cristatus	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus cristatus	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus cristatus	male	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus kochi	male	5	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus kochi	male	3	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Xysticus kochi	male	3	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Zelotes latreillei	female	1	EON	EON_2020_E5.1	24	4	2020	8	5	2020	181	Bodenfalle			5		24.04.2020	08.05.2020
Alopecosa cuneata	female	2	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Alopecosa cuneata	female	2	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Argenna subnigra	male	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Argenna subnigra	male	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Argenna subnigra	male	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Argenna subnigra	male	2	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Centromerita bicolor	female	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Drassyllus pusillus	male	3	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Drassyllus pusillus	male	2	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Drassyllus pusillus	female	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Drassyllus pusillus	male	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Enoplognatha thoracica	male	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Enoplognatha thoracica	male	2	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Enoplognatha thoracica	male	2	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Enoplognatha thoracica	male	1	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
Hahnia nava	male	2	EON	EON_2020_E5.1	8	5	2020	20	5	2020	181	Bodenfalle			5		08.05.2020	20.05.2020
